subj,task,run,abs_mean,rel_mean,pct_removed
555348,SOCIAL,LR,0.554340,0.162035,0.533333
555348,SOCIAL,RL,0.426587,0.146083,0.535714
180230,SOCIAL,LR,0.229763,0.073649,0.482759
180230,SOCIAL,RL,0.485376,0.075155,0.466667
634748,SOCIAL,LR,0.374346,0.043604,0.400000
634748,SOCIAL,RL,0.257047,0.043946,0.384615
194746,SOCIAL,LR,0.447700,0.112063,0.730769
194746,SOCIAL,RL,0.680285,0.126966,0.571429
355239,SOCIAL,LR,0.213724,0.182664,0.413793
355239,SOCIAL,RL,0.335949,0.143319,0.535714
196144,SOCIAL,LR,0.096357,0.091904,0.535714
196144,SOCIAL,RL,0.237722,0.097997,0.576923
188145,SOCIAL,LR,0.274016,0.111463,0.478261
188145,SOCIAL,RL,0.233291,0.088731,0.583333
141119,SOCIAL,LR,0.374858,0.093696,0.500000
141119,SOCIAL,RL,0.216361,0.089086,0.428571
885975,SOCIAL,LR,0.291195,0.075238,0.464286
885975,SOCIAL,RL,0.369396,0.061166,0.482759
213017,SOCIAL,LR,0.413830,0.074093,0.405405
213017,SOCIAL,RL,0.334029,0.073910,0.454545
131924,SOCIAL,LR,0.494523,0.100715,0.275000
131924,SOCIAL,RL,0.327716,0.135474,0.318182
198350,SOCIAL,LR,0.317321,0.095349,0.380952
198350,SOCIAL,RL,1.681410,0.105823,0.543478
969476,SOCIAL,LR,0.218487,0.084642,0.451613
969476,SOCIAL,RL,0.333540,0.072138,0.379310
419239,SOCIAL,LR,0.415908,0.126565,0.535714
419239,SOCIAL,RL,0.241829,0.122145,0.535714
151627,SOCIAL,LR,0.195715,0.060151,0.440000
151627,SOCIAL,RL,0.222344,0.064542,0.375000
102311,SOCIAL,LR,0.679252,0.067005,0.343750
102311,SOCIAL,RL,0.636207,0.073913,0.421053
872764,SOCIAL,LR,0.211926,0.101521,0.405405
872764,SOCIAL,RL,0.360858,0.093660,0.363636
118124,SOCIAL,LR,0.221115,0.108147,0.320000
118124,SOCIAL,RL,0.118581,0.115480,0.333333
127832,SOCIAL,LR,0.125877,0.062990,0.344828
127832,SOCIAL,RL,0.716045,0.080010,0.541667
715647,SOCIAL,LR,0.220706,0.060705,0.466667
715647,SOCIAL,RL,0.226279,0.032810,0.400000
146129,SOCIAL,LR,0.204572,0.066466,0.333333
146129,SOCIAL,RL,0.208388,0.064632,0.500000
214019,SOCIAL,LR,0.555610,0.099946,0.521739
214019,SOCIAL,RL,0.251959,0.097711,0.600000
123521,SOCIAL,LR,0.108432,0.088428,0.433333
123521,SOCIAL,RL,0.185342,0.069428,0.290323
857263,SOCIAL,LR,0.373914,0.074506,0.457143
857263,SOCIAL,RL,0.278779,0.081547,0.342857
163432,SOCIAL,LR,1.517860,0.160363,0.392857
163432,SOCIAL,RL,0.314004,0.088794,0.500000
128935,SOCIAL,LR,0.279844,0.092109,0.538462
128935,SOCIAL,RL,0.337022,0.111612,0.689655
172534,SOCIAL,LR,0.598717,0.059168,0.512821
172534,SOCIAL,RL,0.170034,0.055161,0.400000
827052,SOCIAL,LR,0.283110,0.065187,0.322581
827052,SOCIAL,RL,0.354572,0.056573,0.285714
180735,SOCIAL,LR,0.203765,0.076448,0.500000
180735,SOCIAL,RL,0.176041,0.085868,0.538462
991267,SOCIAL,LR,0.146605,0.103136,0.424242
991267,SOCIAL,RL,0.211521,0.072829,0.444444
167036,SOCIAL,LR,0.442192,0.053059,0.321429
167036,SOCIAL,RL,1.045100,0.060191,0.433333
164030,SOCIAL,LR,0.321407,0.044878,0.357143
164030,SOCIAL,RL,0.167637,0.041475,0.375000
106824,SOCIAL,LR,0.144795,0.058781,0.317073
106824,SOCIAL,RL,0.122257,0.061772,0.333333
513130,SOCIAL,LR,0.196268,0.089856,0.444444
513130,SOCIAL,RL,0.157412,0.078248,0.466667
165840,SOCIAL,LR,0.110280,0.059680,0.342105
165840,SOCIAL,RL,0.633107,0.068319,0.531250
169040,SOCIAL,LR,0.905647,0.172851,0.481481
169040,SOCIAL,RL,0.824950,0.186616,0.385965
973770,SOCIAL,LR,0.101133,0.082969,0.594595
973770,SOCIAL,RL,0.385889,0.118257,0.675676
519950,SOCIAL,LR,0.144813,0.097184,0.441860
519950,SOCIAL,RL,0.107702,0.094592,0.450000
120414,SOCIAL,LR,0.180235,0.050614,0.500000
120414,SOCIAL,RL,0.226707,0.056931,0.500000
154330,SOCIAL,LR,0.447673,0.192905,0.492754
154330,SOCIAL,RL,0.561989,0.140244,0.339623
899885,SOCIAL,LR,0.180433,0.060833,0.448276
899885,SOCIAL,RL,0.295819,0.059262,0.538462
275645,SOCIAL,LR,0.228281,0.077208,0.475000
275645,SOCIAL,RL,0.413760,0.105589,0.466667
112920,SOCIAL,LR,0.236090,0.067035,0.350000
112920,SOCIAL,RL,0.177579,0.066307,0.195652
707749,SOCIAL,LR,0.647528,0.104487,0.566667
707749,SOCIAL,RL,0.520058,0.160180,0.726027
656657,SOCIAL,LR,0.199365,0.086013,0.403226
656657,SOCIAL,RL,0.260886,0.094070,0.551724
150928,SOCIAL,LR,0.179437,0.062911,0.439024
150928,SOCIAL,RL,0.301534,0.058313,0.342105
771354,SOCIAL,LR,0.165322,0.068093,0.387097
771354,SOCIAL,RL,0.156645,0.073129,0.533333
191942,SOCIAL,LR,0.245579,0.045923,0.333333
191942,SOCIAL,RL,0.479120,0.058666,0.375000
395251,SOCIAL,LR,0.090037,0.081484,0.343750
395251,SOCIAL,RL,0.143590,0.098919,0.400000
192843,SOCIAL,LR,0.591187,0.065863,0.424242
192843,SOCIAL,RL,0.499620,0.060186,0.312500
133928,SOCIAL,LR,0.131203,0.055560,0.384615
133928,SOCIAL,RL,0.273787,0.056688,0.360000
878877,SOCIAL,LR,0.256739,0.053556,0.413793
878877,SOCIAL,RL,0.204312,0.057021,0.500000
105115,SOCIAL,LR,0.206571,0.060414,0.483871
105115,SOCIAL,RL,0.229769,0.059500,0.314286
105620,SOCIAL,LR,0.241002,0.078447,0.464286
105620,SOCIAL,RL,0.349676,0.051101,0.387097
107018,SOCIAL,LR,0.103252,0.100554,0.545455
107018,SOCIAL,RL,0.118924,0.110611,0.451613
107220,SOCIAL,LR,0.367220,0.178165,0.360000
107220,SOCIAL,RL,0.283380,0.190156,0.285714
115219,SOCIAL,LR,1.331560,0.107101,0.463415
115219,SOCIAL,RL,0.838694,0.076098,0.392857
117930,SOCIAL,LR,0.216740,0.094457,0.500000
117930,SOCIAL,RL,0.202973,0.097951,0.538462
118023,SOCIAL,LR,0.108597,0.101215,0.580645
118023,SOCIAL,RL,0.226814,0.104227,0.500000
118225,SOCIAL,LR,0.166542,0.064966,0.428571
118225,SOCIAL,RL,0.200284,0.071881,0.444444
128026,SOCIAL,LR,0.969386,0.095885,0.382979
128026,SOCIAL,RL,1.156850,0.090605,0.410714
134829,SOCIAL,LR,0.298042,0.066774,0.576923
134829,SOCIAL,RL,0.427238,0.081483,0.485714
135124,SOCIAL,LR,0.197252,0.063291,0.464286
135124,SOCIAL,RL,0.158890,0.048239,0.416667
137229,SOCIAL,LR,0.250980,0.121965,0.461538
137229,SOCIAL,RL,0.131831,0.139950,0.500000
139839,SOCIAL,LR,0.253675,0.050301,0.428571
139839,SOCIAL,RL,0.220134,0.064510,0.571429
143325,SOCIAL,LR,1.077990,0.103649,0.388889
143325,SOCIAL,RL,0.694818,0.106295,0.482759
145632,SOCIAL,LR,0.302754,0.066940,0.483871
145632,SOCIAL,RL,0.333137,0.074871,0.500000
148335,SOCIAL,LR,0.389768,0.136145,0.407407
148335,SOCIAL,RL,0.339337,0.131371,0.441176
148840,SOCIAL,LR,0.102686,0.073026,0.411765
148840,SOCIAL,RL,0.440016,0.058576,0.366667
149236,SOCIAL,LR,0.119362,0.089459,0.419355
149236,SOCIAL,RL,0.115118,0.090579,0.433333
149842,SOCIAL,LR,0.214254,0.057287,0.485714
149842,SOCIAL,RL,0.172095,0.079458,0.475000
152831,SOCIAL,LR,0.165898,0.056396,0.481481
152831,SOCIAL,RL,0.162517,0.067108,0.481481
155231,SOCIAL,LR,0.795247,0.056047,0.454545
155231,SOCIAL,RL,0.320357,0.051142,0.444444
157942,SOCIAL,LR,0.110119,0.080418,0.363636
157942,SOCIAL,RL,0.124416,0.066386,0.379310
159946,SOCIAL,LR,0.390492,0.072178,0.612903
159946,SOCIAL,RL,0.424433,0.091409,0.512821
160830,SOCIAL,LR,0.435717,0.115347,0.583333
160830,SOCIAL,RL,1.347940,0.105433,0.673913
161327,SOCIAL,LR,0.503140,0.216104,0.757576
161327,SOCIAL,RL,1.141540,0.219107,0.586207
167440,SOCIAL,LR,0.371957,0.062228,0.366667
167440,SOCIAL,RL,0.301474,0.080710,0.437500
170934,SOCIAL,LR,0.473953,0.071759,0.384615
170934,SOCIAL,RL,0.600010,0.061450,0.407407
180129,SOCIAL,LR,0.692171,0.136606,0.404255
180129,SOCIAL,RL,0.875039,0.122488,0.363636
185341,SOCIAL,LR,0.266103,0.085832,0.454545
185341,SOCIAL,RL,0.350760,0.071979,0.518519
185442,SOCIAL,LR,0.112325,0.072808,0.366667
185442,SOCIAL,RL,0.129092,0.054638,0.435897
186848,SOCIAL,LR,0.157548,0.151624,0.562500
186848,SOCIAL,RL,0.171011,0.155021,0.566667
197550,SOCIAL,LR,0.180035,0.148076,0.473684
197550,SOCIAL,RL,0.108040,0.127421,0.444444
198855,SOCIAL,LR,0.409073,0.044508,0.409091
198855,SOCIAL,RL,1.706040,0.057538,0.586207
200513,SOCIAL,LR,0.210799,0.058161,0.342857
200513,SOCIAL,RL,0.325971,0.039116,0.439024
200917,SOCIAL,LR,0.859405,0.110346,0.583333
200917,SOCIAL,RL,0.611214,0.081936,0.463415
201111,SOCIAL,LR,0.120925,0.050231,0.483871
201111,SOCIAL,RL,0.112865,0.054687,0.444444
202820,SOCIAL,LR,0.986280,0.130431,0.482759
202820,SOCIAL,RL,0.478241,0.127760,0.419355
204016,SOCIAL,LR,0.311862,0.109093,0.263158
204016,SOCIAL,RL,0.337340,0.106612,0.386364
211316,SOCIAL,LR,0.490188,0.089447,0.565217
211316,SOCIAL,RL,0.328272,0.096954,0.636364
238033,SOCIAL,LR,0.407304,0.063875,0.500000
238033,SOCIAL,RL,0.726786,0.057670,0.441176
239136,SOCIAL,LR,0.189158,0.118445,0.307692
239136,SOCIAL,RL,0.171174,0.107069,0.375000
255740,SOCIAL,LR,0.262722,0.078340,0.393939
255740,SOCIAL,RL,0.275060,0.059370,0.457143
257946,SOCIAL,LR,0.224538,0.106316,0.444444
257946,SOCIAL,RL,0.676448,0.098984,0.500000
274542,SOCIAL,LR,0.122211,0.069694,0.379310
274542,SOCIAL,RL,0.173083,0.066725,0.444444
290136,SOCIAL,LR,0.160907,0.085126,0.366667
290136,SOCIAL,RL,0.315414,0.110524,0.538462
310621,SOCIAL,LR,0.473572,0.066629,0.468750
310621,SOCIAL,RL,0.117690,0.074532,0.392857
341834,SOCIAL,LR,0.312072,0.070946,0.515152
341834,SOCIAL,RL,0.225077,0.069911,0.466667
348545,SOCIAL,LR,0.161457,0.074059,0.454545
348545,SOCIAL,RL,0.294365,0.074519,0.366667
361941,SOCIAL,LR,0.202041,0.058487,0.382979
361941,SOCIAL,RL,0.764257,0.059437,0.300000
371843,SOCIAL,LR,0.620709,0.079307,0.371429
371843,SOCIAL,RL,0.395013,0.086330,0.382353
377451,SOCIAL,LR,0.467437,0.073562,0.386364
377451,SOCIAL,RL,0.896890,0.071581,0.421053
386250,SOCIAL,LR,0.822337,0.078766,0.413043
386250,SOCIAL,RL,0.204240,0.060822,0.411765
424939,SOCIAL,LR,0.265945,0.077269,0.294118
424939,SOCIAL,RL,0.254720,0.054430,0.378378
449753,SOCIAL,LR,0.518351,0.072882,0.418605
449753,SOCIAL,RL,0.450384,0.063931,0.355556
481951,SOCIAL,LR,0.387369,0.060143,0.441176
481951,SOCIAL,RL,0.452396,0.047374,0.379310
510225,SOCIAL,LR,0.286977,0.073640,0.407407
510225,SOCIAL,RL,0.232287,0.087097,0.483871
523032,SOCIAL,LR,0.246023,0.069689,0.432432
523032,SOCIAL,RL,0.300210,0.065374,0.593750
524135,SOCIAL,LR,0.121666,0.053096,0.433333
524135,SOCIAL,RL,0.144755,0.065487,0.433333
617748,SOCIAL,LR,0.460706,0.125180,0.419355
617748,SOCIAL,RL,0.677093,0.125900,0.500000
627852,SOCIAL,LR,0.254104,0.069266,0.482759
627852,SOCIAL,RL,0.431143,0.085708,0.437500
680957,SOCIAL,LR,0.248084,0.056345,0.480000
680957,SOCIAL,RL,0.628546,0.075626,0.500000
685058,SOCIAL,LR,0.188045,0.066284,0.379310
685058,SOCIAL,RL,0.229907,0.079223,0.375000
692964,SOCIAL,LR,0.592747,0.074356,0.370370
692964,SOCIAL,RL,0.796689,0.075407,0.357143
694362,SOCIAL,LR,0.583892,0.102149,0.645161
694362,SOCIAL,RL,0.140217,0.088065,0.500000
720337,SOCIAL,LR,0.532185,0.068939,0.466667
720337,SOCIAL,RL,0.347500,0.037304,0.461538
723141,SOCIAL,LR,0.431808,0.055893,0.440000
723141,SOCIAL,RL,0.233669,0.070107,0.423077
729557,SOCIAL,LR,0.107193,0.057280,0.448276
729557,SOCIAL,RL,0.093888,0.049225,0.384615
837964,SOCIAL,LR,0.238220,0.167483,0.515152
837964,SOCIAL,RL,0.408019,0.131408,0.482759
845458,SOCIAL,LR,0.257007,0.103335,0.343750
845458,SOCIAL,RL,0.177945,0.092609,0.323529
884064,SOCIAL,LR,0.215172,0.081061,0.407407
884064,SOCIAL,RL,0.215187,0.074736,0.384615
886674,SOCIAL,LR,0.146687,0.065567,0.444444
886674,SOCIAL,RL,0.169334,0.058979,0.437500
901038,SOCIAL,LR,0.454893,0.117269,0.571429
901038,SOCIAL,RL,1.208420,0.157113,0.478261
947668,SOCIAL,LR,0.316366,0.206788,0.548387
947668,SOCIAL,RL,0.352980,0.161509,0.500000
971160,SOCIAL,LR,0.454130,0.064283,0.384615
971160,SOCIAL,RL,0.269038,0.050408,0.454545
978578,SOCIAL,LR,0.161578,0.084875,0.444444
978578,SOCIAL,RL,0.279634,0.089456,0.571429
100206,SOCIAL,LR,0.310513,0.051700,0.468750
100206,SOCIAL,RL,0.214104,0.056968,0.444444
100307,SOCIAL,LR,0.334974,0.059518,0.428571
100307,SOCIAL,RL,0.329401,0.063866,0.333333
101107,SOCIAL,LR,0.432325,0.061863,0.550000
101107,SOCIAL,RL,0.387516,0.101547,0.688525
106521,SOCIAL,LR,0.183603,0.065820,0.312500
106521,SOCIAL,RL,0.322782,0.056868,0.300000
107321,SOCIAL,LR,0.089209,0.049123,0.291667
107321,SOCIAL,RL,0.099964,0.049031,0.166667
110411,SOCIAL,LR,0.147127,0.042933,0.400000
110411,SOCIAL,RL,0.273583,0.053987,0.348837
114318,SOCIAL,LR,0.431548,0.053240,0.341463
114318,SOCIAL,RL,0.585930,0.061047,0.309524
115320,SOCIAL,LR,0.256347,0.131939,0.517241
115320,SOCIAL,RL,0.148851,0.126507,0.583333
116524,SOCIAL,LR,3.227950,0.248790,0.462687
116524,SOCIAL,RL,0.869265,0.135173,0.600000
117021,SOCIAL,LR,0.206664,0.107180,0.400000
117021,SOCIAL,RL,0.558697,0.071137,0.425000
119025,SOCIAL,LR,0.154634,0.071534,0.500000
119025,SOCIAL,RL,0.425841,0.079439,0.382353
122822,SOCIAL,LR,0.180390,0.070297,0.321429
122822,SOCIAL,RL,0.158891,0.070020,0.407407
123824,SOCIAL,LR,0.898157,0.120678,0.596154
123824,SOCIAL,RL,0.467634,0.127917,0.453125
126325,SOCIAL,LR,0.276325,0.085792,0.518519
126325,SOCIAL,RL,0.617455,0.088096,0.551724
139435,SOCIAL,LR,0.198430,0.135571,0.620690
139435,SOCIAL,RL,0.589597,0.129944,0.562500
140925,SOCIAL,LR,0.776770,0.231668,0.491228
140925,SOCIAL,RL,0.575169,0.169767,0.581818
143224,SOCIAL,LR,0.336605,0.092813,0.517241
143224,SOCIAL,RL,0.443776,0.098570,0.629630
145834,SOCIAL,LR,0.297078,0.062666,0.470588
145834,SOCIAL,RL,0.172655,0.068540,0.406250
146937,SOCIAL,LR,0.241687,0.072830,0.444444
146937,SOCIAL,RL,0.322364,0.066856,0.521739
147636,SOCIAL,LR,0.222668,0.081196,0.361111
147636,SOCIAL,RL,0.112457,0.077432,0.432432
147737,SOCIAL,LR,0.340932,0.094495,0.343750
147737,SOCIAL,RL,0.163560,0.095722,0.419355
150726,SOCIAL,LR,0.230691,0.098576,0.444444
150726,SOCIAL,RL,0.139104,0.082752,0.483871
151526,SOCIAL,LR,0.489515,0.135734,0.325000
151526,SOCIAL,RL,0.538995,0.137599,0.475000
154936,SOCIAL,LR,0.456398,0.086463,0.555556
154936,SOCIAL,RL,0.849665,0.093019,0.509434
156435,SOCIAL,LR,0.302365,0.057997,0.297297
156435,SOCIAL,RL,0.301860,0.069530,0.333333
156637,SOCIAL,LR,0.359630,0.166170,0.283019
156637,SOCIAL,RL,0.588858,0.171690,0.312500
157336,SOCIAL,LR,0.213745,0.055890,0.432432
157336,SOCIAL,RL,0.360872,0.055440,0.580645
159138,SOCIAL,LR,0.160404,0.083442,0.440000
159138,SOCIAL,RL,0.217733,0.076371,0.325000
160729,SOCIAL,LR,0.275839,0.075660,0.361111
160729,SOCIAL,RL,0.633338,0.059681,0.400000
162935,SOCIAL,LR,0.275910,0.121887,0.307692
162935,SOCIAL,RL,0.185671,0.135113,0.285714
163836,SOCIAL,LR,0.515014,0.165836,0.680000
163836,SOCIAL,RL,0.552065,0.129076,0.730769
165638,SOCIAL,LR,0.211451,0.115920,0.489796
165638,SOCIAL,RL,0.231893,0.086727,0.500000
166640,SOCIAL,LR,1.035990,0.133410,0.375000
166640,SOCIAL,RL,1.465340,0.137672,0.413043
168947,SOCIAL,LR,0.283296,0.050787,0.480000
168947,SOCIAL,RL,0.127611,0.056735,0.518519
169343,SOCIAL,LR,0.352501,0.085569,0.480000
169343,SOCIAL,RL,0.293140,0.080128,0.558824
169444,SOCIAL,LR,0.382585,0.057512,0.459459
169444,SOCIAL,RL,0.254381,0.057878,0.468750
171532,SOCIAL,LR,1.010260,0.136529,0.392857
171532,SOCIAL,RL,0.897606,0.107829,0.521739
172938,SOCIAL,LR,0.680498,0.127267,0.714286
172938,SOCIAL,RL,0.445851,0.093783,0.583333
175035,SOCIAL,LR,0.202864,0.141519,0.586207
175035,SOCIAL,RL,0.411937,0.106686,0.428571
175439,SOCIAL,LR,0.291400,0.179719,0.551724
175439,SOCIAL,RL,0.430500,0.164853,0.555556
176744,SOCIAL,LR,0.236870,0.054335,0.447368
176744,SOCIAL,RL,0.248752,0.065761,0.388889
178748,SOCIAL,LR,0.652956,0.115584,0.605634
178748,SOCIAL,RL,0.350793,0.073316,0.500000
180432,SOCIAL,LR,0.409352,0.060839,0.235294
180432,SOCIAL,RL,0.345662,0.056599,0.250000
186444,SOCIAL,LR,1.569700,0.114763,0.485714
186444,SOCIAL,RL,0.550280,0.085293,0.388889
191235,SOCIAL,LR,0.261462,0.103986,0.536585
191235,SOCIAL,RL,0.526981,0.111239,0.531915
192641,SOCIAL,LR,0.170383,0.065196,0.440000
192641,SOCIAL,RL,0.261574,0.069743,0.346154
193239,SOCIAL,LR,0.668105,0.056120,0.517241
193239,SOCIAL,RL,0.324248,0.063268,0.592593
198047,SOCIAL,LR,0.342693,0.072737,0.354167
198047,SOCIAL,RL,0.510540,0.083320,0.470588
199150,SOCIAL,LR,0.338153,0.168459,0.425532
199150,SOCIAL,RL,0.496060,0.168049,0.378378
203418,SOCIAL,LR,0.241022,0.065583,0.294118
203418,SOCIAL,RL,0.228015,0.051923,0.363636
207123,SOCIAL,LR,0.214311,0.161567,0.416667
207123,SOCIAL,RL,0.247595,0.137506,0.282051
209329,SOCIAL,LR,0.170694,0.070134,0.551724
209329,SOCIAL,RL,0.145672,0.065319,0.538462
209834,SOCIAL,LR,0.508104,0.152876,0.481481
209834,SOCIAL,RL,0.791356,0.177312,0.391304
211619,SOCIAL,LR,0.348288,0.091641,0.500000
211619,SOCIAL,RL,0.369862,0.058866,0.535714
211720,SOCIAL,LR,0.432958,0.100826,0.325000
211720,SOCIAL,RL,0.154364,0.080736,0.222222
217429,SOCIAL,LR,0.171557,0.050960,0.576923
217429,SOCIAL,RL,0.195783,0.052972,0.357143
228434,SOCIAL,LR,0.155079,0.085090,0.321429
228434,SOCIAL,RL,0.138166,0.091866,0.407407
250427,SOCIAL,LR,0.290219,0.138213,0.433333
250427,SOCIAL,RL,0.279861,0.135788,0.500000
255639,SOCIAL,LR,0.419633,0.063424,0.458333
255639,SOCIAL,RL,0.401515,0.075315,0.500000
280739,SOCIAL,LR,0.270685,0.102294,0.608696
280739,SOCIAL,RL,0.865248,0.088152,0.423077
280941,SOCIAL,LR,0.118234,0.090930,0.518519
280941,SOCIAL,RL,0.127230,0.101282,0.541667
283543,SOCIAL,LR,0.172797,0.098959,0.255814
283543,SOCIAL,RL,0.864038,0.096042,0.285714
297655,SOCIAL,LR,0.448699,0.057161,0.423077
297655,SOCIAL,RL,0.478009,0.050661,0.458333
298051,SOCIAL,LR,0.311297,0.120840,0.470588
298051,SOCIAL,RL,0.321743,0.146815,0.500000
303624,SOCIAL,LR,0.626580,0.098614,0.488889
303624,SOCIAL,RL,0.670297,0.083898,0.444444
322224,SOCIAL,LR,0.334371,0.048943,0.636364
322224,SOCIAL,RL,0.103999,0.054192,0.523810
