subj,abs_mean,rel_mean,pct_removed
110411,0.242670,0.045544,0.500000
114318,0.337136,0.056867,0.415934
115320,0.209662,0.109518,0.570393
116524,0.335008,0.131026,0.595759
117021,0.178202,0.073152,0.544444
119025,0.291475,0.078590,0.603989
122822,0.189304,0.083075,0.463095
123824,0.373632,0.097376,0.500000
126325,0.580531,0.116296,0.532738
139435,0.358518,0.097123,0.572727
140925,0.187952,0.138767,0.490741
143224,0.258656,0.074839,0.496296
145834,0.287693,0.060390,0.556452
146937,0.209046,0.061539,0.518750
147636,0.672464,0.070095,0.519713
147737,0.344398,0.076687,0.627706
150726,0.200445,0.089244,0.369565
151526,0.374148,0.095221,0.272894
154936,0.635101,0.098727,0.457516
156435,0.174867,0.068705,0.436636
156637,0.591832,0.165321,0.478151
157336,0.438846,0.072757,0.488142
159138,0.301173,0.098127,0.522727
160729,0.506005,0.051677,0.479871
162935,0.139404,0.120508,0.518286
163836,0.493565,0.172013,0.784091
165638,0.251511,0.099554,0.675325
166640,0.356063,0.111272,0.326720
168947,0.386347,0.057441,0.708333
169343,0.321029,0.101018,0.497628
169444,0.123898,0.062486,0.443704
171532,0.221222,0.120146,0.532609
172938,0.168855,0.102008,0.511905
175035,1.115659,0.131783,0.625874
175439,0.321160,0.134943,0.520704
176744,0.297131,0.049569,0.477564
178748,0.880994,0.061165,0.594203
180432,0.263381,0.060306,0.461538
186444,0.156150,0.064631,0.496212
191235,0.763196,0.080616,0.548958
192641,0.218483,0.080601,0.679348
193239,0.295441,0.066178,0.550595
198047,0.342624,0.080721,0.549072
199150,0.264429,0.138798,0.487170
203418,0.258829,0.075201,0.439130
207123,0.310416,0.140222,0.495130
209329,0.132107,0.062845,0.590909
209834,0.335465,0.170991,0.626623
211619,0.370350,0.065834,0.452381
211720,0.299272,0.076154,0.462324
217429,0.227769,0.052955,0.653110
228434,0.181026,0.088674,0.538462
250427,0.507073,0.151008,0.477391
255639,0.345154,0.068823,0.548654
280739,0.157422,0.078407,0.527778
280941,0.252683,0.069652,0.611801
283543,0.892302,0.116251,0.385417
297655,0.138573,0.088952,0.332168
298051,0.411866,0.145853,0.540509
303624,0.393182,0.096542,0.613636
322224,0.279431,0.054611,0.476190
330324,0.232305,0.096753,0.566239
346137,0.374543,0.133823,0.575000
351938,0.257927,0.054782,0.527778
378756,0.320387,0.127456,0.489130
389357,0.239212,0.095085,0.461842
395958,0.755628,0.134744,0.544286
401422,0.288063,0.068399,0.508893
465852,0.377626,0.128689,0.525862
481042,0.333967,0.055434,0.560714
492754,0.329093,0.111112,0.562500
552544,0.332456,0.041307,0.496795
553344,0.390859,0.059059,0.309524
562345,0.431552,0.215179,0.647826
579665,0.676962,0.076140,0.595779
580044,0.208919,0.108897,0.550000
580347,0.233077,0.080205,0.444444
585256,0.620808,0.085888,0.680000
586460,0.329852,0.057580,0.602609
599469,0.620586,0.102832,0.480870
620434,0.207864,0.055488,0.490000
656253,0.153306,0.081682,0.267081
665254,0.263660,0.078976,0.558923
671855,0.330623,0.124521,0.593590
688569,0.639022,0.089839,0.429557
695768,1.063092,0.138662,0.659722
727553,1.004961,0.079255,0.521675
729254,0.145952,0.062578,0.527273
731140,0.446039,0.076952,0.681090
749058,0.474691,0.048419,0.466156
749361,0.257980,0.052466,0.428333
751348,0.150036,0.080973,0.407500
769064,0.334485,0.065914,0.632925
825048,0.272716,0.073890,0.417308
833148,0.183872,0.040486,0.486842
869472,0.867552,0.142597,0.475443
882161,0.240339,0.098197,0.519259
887373,0.442622,0.040382,0.565217
901442,0.440291,0.057084,0.484677
910241,0.216307,0.079505,0.636364
926862,0.191036,0.079155,0.493369
942658,0.162182,0.063740,0.434783
972566,0.217659,0.112944,0.571429
