DEPMENT,FAMMENT,HCMENT,DEPRAND,FAMRAND,HCRAND
,0.167660473,-0.086473216,,0.234557713,0.001496937
,0.204297847,0.001802307,,0.199570258,0.224199372
,0.001803438,0.167319617,,-0.051773776,-0.072794775
,0.033484822,-0.070736128,,0.072445576,0.119654838
,0.016464427,-0.032995645,,0.044007047,-0.031138459
,0.115759231,0.021449115,,0.150822329,-0.100949407
,0.046523904,-0.119508982,,0.307508909,-0.164486915
,-0.063924832,-0.445188314,,-0.110882622,-0.488600283
,0.165287797,-0.275987257,,-0.207389287,0.098413012
,0.004077128,-0.073226565,,0.195284235,0.059158316
,-0.031227652,0.146167879,,-0.146334873,-0.010874832
,0.078059707,-0.13015505,,-0.199124168,-0.001635595
,-0.105403004,0.037350094,,-0.133941306,-0.052813731
,0.251958488,-0.216498847,,-0.033018007,-0.15738339
,0.052898441,-0.173801912,,-0.050046024,-0.107266718
,0.059208579,-0.122290465,,-0.024440266,0.085442471
,-0.436825075,-0.130863401,,0.094909618,-0.066474113
,0.151078482,0.493937083,,-0.101877822,-0.1965465
,0.177723012,-0.25944656,,0.129004453,-0.211658559
,-0.235651191,-0.315372368,,-0.145262049,0.011543647
,0.257521174,0.124628353,,-0.298084015,-0.094877266
,0.476232813,0.152418795,,0.007654264,-0.035898904
,0.07989117,-0.163490984,,0.126318318,-0.235439626
,0.055153219,0.082377336,,0.003481237,0.062931735
,-0.179459728,0.110510278,,0.483181108,-0.044154404
,0.017422004,0.091841687,,-0.119271471,0.136531875
,-0.07833399,-0.13537964,,0.142743905,-0.101331171
,0.195602003,-0.199701847,,-0.098569647,-0.252953819
,0.189814436,0.12937949,,-0.019529217,-0.187382109
,0.301347352,0.182701603,,-0.061478858,0.034150641
,0.019296858,0.092351337,,0.211174112,-0.059042461
,,-0.194697168,,,-0.13519346
,,0.226163478,,,-0.104648997
