DEPMENT,FAMMENT,HCMENT,DEPRAND,FAMRAND,HCRAND
-0.0044175449,0.0422627343,-0.0181286046,0.0808225467,-0.0095364572,-0.0558379944
-0.0113284814,-0.0043083344,-0.0970619177,-0.0006651906,-0.0259188494,-0.0562944791
0.0594840015,0.1489572252,-0.1382787935,0.0374889592,0.0542810965,-0.1847138035
0.0251497622,-0.0240137534,-0.042038285,0.022146857,0.0499684387,-0.0014328048
0.0378428942,0.0104598526,-0.0353528749,0.0385685971,0.009322308,-0.0118682519
-0.1125620984,-0.0049214753,0.2082364551,-0.1227782893,0.0086612272,0.0721927912
0.0523339872,0.0304656722,-0.0323819581,0.0792532219,-0.0142847607,-0.048098511
0.0531378445,0.0343018629,0.2027954059,0.0162516484,0.0135457608,0.0940507643
0.0773160175,0.0238812451,-0.0030539207,0.043403111,0.095464506,-0.0126331911
0.0825373652,-0.1023617149,-0.0174362451,-0.0275673087,-0.0898966034,-0.0352573902
-0.0046176921,-0.0717644893,-0.0338935514,0.0009821236,-0.0454305685,-0.0480981668
-0.0423402287,0.0460825271,0.0070091378,-0.0385154012,0.0267609765,-0.0589617305
0.0230138359,0.0313429972,0.1292718922,0.0127487577,-0.0534515302,0.0397082632
-0.0115543093,-0.0001910285,0.0922828505,0.0093813699,-0.0061829986,-0.0511900354
-0.0426511431,0.060535665,-0.0987600857,-0.0932699283,-0.0114435226,-0.2477156226
-0.0023822501,0.0408787078,-0.0193166399,-0.0950388494,-0.0366660753,0.0166550097
0.0024017746,0.1422569211,-0.0677634284,0.0202875244,0.0507937283,-0.0535350904
0.0690767443,0.0908733095,0.0508651061,0.0492000068,0.0294260389,0.0224995495
0.0113940644,-0.0043017112,-0.0996707705,0.0452317661,-0.1920805937,-0.1900641989
0.0845020279,0.0554291237,0.0506741605,0.0443592316,0.0422085446,-0.0528272514
0.0349770801,-0.0621550977,-0.0405688957,-0.0061001291,0.0183619643,-0.0396983488
-0.0585694135,0.0644978358,-0.0245492228,0.0054943009,0.0599367623,-0.0930953589
-0.0213816554,0.0268027084,-0.1494926251,-0.0672375254,-0.0018334568,-0.0792750367
-0.0549328206,-0.0254776813,-0.0371274167,-0.0115810504,-0.0031821458,-0.0179510755
0.0820988016,0.001901141,-0.0104269981,-0.0089498211,0.0555902265,-0.0374661799
-0.0326832728,0.0220025393,0.0128442071,-0.1027234664,0.0529772085,0.0329994941
-0.0852448785,-0.0181521518,-0.0058715207,-0.0366657725,0.0429533033,-0.0592207502
0.0988883923,0.019505044,-0.0911529891,0.0729776994,0.0390035357,-0.0021992045
0.0163832429,0.0077417003,-0.0791559716,0.0214937196,0.0476878886,-0.1690572571
-0.0024163599,0.0117452558,0.0050868338,0.0218359695,-0.0081517023,-0.0798866958
0.0003678958,0.1197669478,-0.0374029449,0.0069638126,0.0866126172,-0.0497251013
-0.0248770076,0.0383453011,0.0782616011,0.0114896222,-0.0160120741,0.0322535304
-0.0231077882,-0.0702632465,0.0091367337,0.0493401132,0.0187517885,0.0065638521
0.0067600722,-0.0149612679,-0.0108332641,0.039228227,0.0185190953,-0.0421828639
-0.0575300205,0.0241441907,-0.0456611388,0.0364559386,0.0300642612,0.1167331641
-0.039038189,0.059509969,-0.021605171,-0.0939312567,0.0464404786,-0.0514715849
-0.0022302362,-0.0072252647,0.0097576805,-0.021590634,-0.0230747869,-0.0621062759
-0.0056336731,0.0199743049,0.1376061669,0.0661480369,-0.0181125164,0.009070848
-0.0500976365,0.0755438086,-0.0604300729,0.0938981317,0.0338211744,-0.0708604237
-0.0987786312,0.0418922929,-0.0756536872,0.0620124948,-0.0028643244,0.0048232064
0.0193484972,-0.0585719632,-0.0132856081,-0.0884949996,0.0054130465,0.0573126583
,0.0668521566,-0.0731882542,,0.0736585912,-0.082730409
,-9.792979193E-05,-0.0353142394,,-0.0322263768,0.0702428335
,0.0017475164,0.0347375936,,0.0114683151,0.0068568326
,-0.0571693909,-0.0219674648,,0.1857385254,0.0013770261
,0.0189348207,-0.0423134148,,0.0215100552,0.0199350372
,-0.0267735263,-0.0127949539,,-0.0345966303,-0.0471265334
,0.0292180986,0.026942633,,-0.0412087805,-0.0085825299
,0.1082794357,0.0443973724,,0.0751708569,-0.0281284861
,-0.0252290307,0.0633321903,,0.0044293694,-0.0134375318
,-0.000493216,0.0105266401,,-0.0306731501,0.0184612907
,-0.0206510963,-0.0209973112,,0.0375151605,-0.0953050723
,0.0779098491,0.1364115609,,0.0333865222,0.0350265147
,0.1110496454,-0.0293654725,,0.0423158222,-0.0258939593
,0.0168176815,0.0788251055,,-0.0256223001,-0.0390640424
,-0.036807549,0.0929025934,,-0.0286722029,0.02344307
,-0.0433026192,-0.0198886825,,0.0880095186,0.0440759378
,0.026221212,0.0109054349,,0.0228659122,-0.0050993805
,-0.0643480225,-0.099661173,,-0.0170122199,-0.0432852388
,0.0682895143,0.0468352905,,0.0787147211,-0.0643208017
,0.0121469918,-0.0217825222,,-0.0496969318,0.0184154866
,0.1086818611,0.0543753053,,0.0136840818,0.0038125051
,0.0403254174,-0.0330559606,,0.0356599525,0.008521763
,0.03290251,-0.0121496828,,-0.0079149637,-0.0344218098
,0.0579539575,0.0106643189,,0.0420134701,-0.0328142343
,0.0171386339,-0.0094086732,,-0.0147366899,-0.0258081272
,0.0520819021,0.0829394366,,0.0556240964,-0.0440801055
,0.0348334232,0.020472071,,0.002954291,-0.1089241924
,0.0436899653,0.0346753617,,-0.0041692494,-0.1083619204
,-0.0458326585,-0.0685394345,,0.0126771338,-0.0269440815
,0.0269551998,-0.0366566981,,0.0597125596,-0.0457771929
,0.0548164948,0.0995339202,,0.0118139511,-0.0716084809
,-0.0006799561,0.0175393251,,0.0246297678,0.0155721734
,,-0.0183583606,,,-0.0595638643
,,-0.0460751946,,,-0.0691488601
